번호,상세영업상태명,인허가일자,폐업일자,시설총규모,소재지전체주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y),영업장주변구분명,lon,lat
1714532,폐업,20090818,20110208,66,경기도 화성시 남양읍 신남리 94-1번지 가동 1층 ,해마루 한정식,한식,183930.2716,409728.731,,126.8198083,37.18927707
1502418,폐업,19911008,20110208,172,전라남도 무안군 청계면 사마리 523-1번지 ,수양가든,한식,150016.4047,162694.3,,126.4535337,34.96186745
1712096,폐업,20030218,20110208,95,경기도 화성시 진안동 862-8번지 ,독산성,한식,203242.696,412484.5695,,127.0373237,37.2142423
1546308,폐업,19940111,20110208,6.09,경상북도 김천시 감호동 106번지 ,우정,한식,301638.8455,291657.3573,,128.1297561,36.12012923
1771173,폐업,20080117,20110208,20.8,경상남도 창원시 진해구 이동 385-7번지 ,누리마루바베큐,통닭(치킨),354394.2008,184999.5205,,128.695145,35.15231606
1764429,폐업,19991029,20110209,43.12,경상남도 창원시 의창구 동읍 용잠리 252-4번지 1층 ,북경반점,중국식,353760.3612,199103.7286,,128.6908232,35.2794855
1617231,폐업,20070308,20110209,30.87,경상남도 진주시 하대동 343-66번지 외1필지(1층일부) ,소주나라안주천국,한식,301807.0696,188310.568,학교정화(상대),128.1185797,35.18884719
1519257,폐업,19930531,20110209,16.74,경상북도 포항시 남구 오천읍 용덕리 330-15번지 ,영덕회식당,한식,417806.9027,277501.8414,,129.4154415,35.97358036
1621380,폐업,20021002,20110209,67.5,경상남도 진주시 평거동 774-7번지 번지(1층) ,아이비맥주전문점,호프/통닭,296989.2581,186419.2093,,128.0654697,35.17227867
1768374,폐업,20060809,20110209,774,경상남도 창원시 진해구 남양동 324-5번지 ,황포돛대한우전문점,한식,,,,inf,inf
1731968,폐업,19931112,20110209,72.96,경기도 포천시 이동면 도평리 156-19번지 ,속초식당,한식,233818.0546,506303.8591,,127.3861165,38.05890948
1723721,폐업,20021126,20110209,101.77,충청남도 계룡시 엄사면 엄사리 137-4번지 ,매리송,한식,221578.5152,309951.8726,,127.2410065,36.29007212
1662433,폐업,19970816,20110209,72.19,경상남도 거제시 장승포동 698-4번지 ,정든포구,회집,357945.5811,153469.5643,,128.7281212,34.86769116
1554478,폐업,20100630,20110209,8,경상북도 구미시 인의동 991-5번지 1층 ,해물보쌈하우스,한식,329042.8443,289431.3165,,128.4337057,36.09682134
1681065,폐업,20040617,20110209,53.3,"경상남도 함안군 칠원읍 구성리 809-1번지 금안썬타워 102호,103호 ",옛날왕순대국밥,한식,,,,inf,inf
1501152,폐업,20090821,20110209,65,전라남도 영암군 덕진면 덕진리 23-1번지 외 1필지(우측) ,삼화휴게소분식점,분식,172095.9093,147346.4658,,126.6957934,34.82437487
1755242,폐업,19890222,20110209,39.28,경상남도 창원시 의창구 명서동 75-14번지 104호 ,킹볶기,기타,349776.2981,195627.9765,,128.6464166,35.24877362
1635410,폐업,19990210,20110209,26.12,경상남도 사천시 사천읍 사주리 1-4번지 ,선식당,한식,298903.6183,175939.3122,,128.0852286,35.07764768
1653930,폐업,20091210,20110209,57.31,경상남도 김해시 구산동 629-2번지 ,원아구찜,한식,370447.7211,196580.3568,,128.8736317,35.25405387
1563679,폐업,19950905,20110209,0,"경상북도 구미시 해평면 낙성리 139-9번지 ,138-4 ",얼음나라식당,호프/통닭,325143.4444,300331.3052,,128.3921506,36.19553332
1536608,폐업,20010216,20110209,38.16,경상북도 경주시 강동면 유금리 1017-4번지 ,백두산 돌 삼겸살,한식,405334.8036,279114.2522,아파트지역,129.2776921,35.99080176
1516315,폐업,19940914,20110209,26.79,경상북도 포항시 남구 대도동 153-38번지 ,말통대왕,호프/통닭,412937.1165,281799.2252,,129.3626495,36.01335034
1711770,폐업,19971001,20110209,51.8,경기도 화성시 장안면 사곡리 183-1번지 ,바바라,한식,183551.295,396838.3012,,126.8158242,37.07312116
1693762,폐업,19931009,20110210,35.91,경상남도 거창군 거창읍 대평리 1005-39번지 ,이하분식,분식,283489.7642,243400.9882,기타,127.9231351,35.68700802
1647546,폐업,20040120,20110210,43.92,경상남도 김해시 진영읍 여래리 700-169번지 ,느티나무,기타,357520.3299,201918.7069,주택가주변,128.7326733,35.30426221
1694559,폐업,20051222,20110210,43.79,경상남도 거창군 거창읍 중앙리 44-14번지 ,컨츄리꼬꼬,통닭(치킨),282654.7997,243717.9638,주택가주변,127.9139446,35.68993473
1707628,폐업,20051128,20110210,298,경기도 화성시 봉담읍 동화리 000번지 택지개발지구 2BL ,동원식당,한식,,,,inf,inf
1754074,폐업,19790221,20110210,37,경상남도 창원시 마산합포구 자산동 311-3번지 ,삼성원,중국식,342393.795,190450.4713,,128.5644368,35.20319906
1753837,폐업,19801206,20110210,0,경상남도 창원시 의창구 동읍 용잠리 229-29번지 ,동광식당,한식,353593.8173,199067.031,,128.6889865,35.27918041
1618080,폐업,20011115,20110210,19.2,경상남도 진주시 신안동 394-24번지 1층 ,생방송,호프/통닭,296775.8653,187586.8217,,128.0632644,35.18282171
1564651,폐업,20100503,20110210,57.25,경상북도 구미시 인의동 992-11번지 1층 ,형과아우의 마차,호프/통닭,329006.0612,289396.9645,,128.4332918,36.09651673
1565168,폐업,20020617,20110210,40.83,경상북도 구미시 고아읍 원호리 49번지 ,한울타리기사식당,한식,320316.9784,296081.7275,,128.3378528,36.15785786
1671996,폐업,20070816,20110210,64.32,경상남도 양산시 삼호동 725-4번지 A동 ,국수가,분식,396761.956,214564.2337,,129.1669104,35.41121497
1530921,폐업,20071128,20110210,42,경상북도 경주시 안강읍 안강리 347-5번지 ,화로숯불막창,호프/통닭,400764.7174,278982.7244,,129.2270174,35.99056784
1672469,폐업,20100408,20110210,46.5,경상남도 양산시 평산동 600번지 한일유앤아이@상가105호 ,BBQ올리브떡볶이.BHC치킨,통닭(치킨),394519.7064,211472.7068,아파트지역,129.1415053,35.38380988
1592441,폐업,20031118,20110210,35.7,경상북도 경산시 압량면 부적리 537번지 한라빌라트104/101 ,한라통닭,통닭(치킨),359073.0752,261488.7084,아파트지역,128.7614392,35.84066441
1754057,폐업,19760227,20110210,15.2,경상남도 창원시 의창구 동읍 용잠리 229-12번지 ,감나무집식당,한식,,,,inf,inf
1724674,폐업,20101213,20110210,8.84,경기도 양주시 덕계동 682-56번지 ,대박이네,분식,203880.5244,479616.4963,,127.044858,37.81909584
1592853,폐업,19961227,20110211,146.8,경상북도 경산시 대동 158-20번지 ,천탁,한식,358231.4564,261084.2342,주택가주변,128.752048,35.83715682
1651635,폐업,20010713,20110211,69.99,경상남도 김해시 구산동 284-14번지 ,재동댁,한식,370299.8925,195798.0502,,128.8718462,35.2470315
1769445,폐업,20100203,20110211,28.67,경상남도 창원시 마산회원구 석전동 225-5번지 (지상1층) ,희야식당,탕류(보신용),343729.3029,194102.2999,기타,128.5797341,35.23591199
1628908,폐업,20060727,20110211,18.09,경상남도 통영시 항남동 163-12번지 ,보성녹차실비,호프/통닭,,,,inf,inf
1546431,폐업,20000629,20110211,46.11,경상북도 김천시 부곡동 1447번지 ,해그름,한식,298337.8181,292223.7774,주택가주변,128.0931666,36.12557262
1714492,폐업,20090727,20110211,85.1,경기도 화성시 능동 1092-11번지 (1층 일부) ,해오름해물나라,한식,204957.6866,412628.0102,기타,127.0566459,37.21552735
1783691,폐업,20080313,20110211,124.36,세종특별자치시 조치원읍 침산리 262-8번지 ,용궁회타운,회집,226091.5451,344755.3807,유흥업소밀집지역,127.2924125,36.60359216
1781119,폐업,20091106,20110211,110.88,세종특별자치시 한솔동 산 16번지 외1필지 ,대보함바 송원점,한식,,,,inf,inf
1726939,폐업,19991108,20110211,0,경기도 양주시 회정동 128-3번지 ,호프마루,호프/통닭,204782.2024,481824.8775,,127.055113,37.83898799
1670671,폐업,20011015,20110211,59.2,경상남도 양산시 북정동 563번지 대동2차상가105호 ,아름,호프/통닭,386220.5136,208641.5359,아파트지역,129.0495809,35.35989115
1709144,폐업,20070625,20110211,38.34,경기도 화성시 반송동 88-2번지 (필프라자 103호) ,보드람 치킨,통닭(치킨),206416.5198,411630.8874,아파트지역,127.073073,37.20653406
1619726,폐업,20030319,20110211,112.5,경상남도 진주시 금산면 중천리 276-3번지 1층 ,동해식당,한식,303795.1798,191503.779,,128.1408059,35.21742015
1733100,폐업,19961126,20110211,66.46,경기도 포천시 군내면 유교리 259-1번지 ,산하,한식,217704.4528,483968.7046,,127.201967,37.8581443
1599036,폐업,20100913,20110211,0,경상북도 영덕군 영해면 성내리 512-9번지 ,티파니찻집,기타,415406.2221,340335.0178,,129.4061332,36.53986208
1781951,폐업,20090701,20110211,191.52,세종특별자치시 가람동 19-1번지 ,울트라식당,한식,222537.1831,329557.7139,,127.2522446,36.46673059
1664477,폐업,19980519,20110211,31.18,경상남도 거제시 능포동 633-150번지 ,성길분식,분식,358169.8739,154402.8507,,128.7307492,34.87606509
1581729,폐업,19880613,20110211,52.74,경상북도 상주시 인봉동 43-6번지 ,한솔정식당,한식,304378.2946,324578.1092,기타,128.1645696,36.41645539
1619774,폐업,20020919,20110211,27.09,경상남도 진주시 하대동 332-35번지 1층 ,파랑새호프,호프/통닭,302286.691,188578.9939,,128.123878,35.1912175
1653125,폐업,20070215,20110211,49.98,경상남도 김해시 진영읍 여래리 700-37번지 ,봉철이돼지국밥,한식,357554.9441,201986.9601,주택가주변,128.7330668,35.30487167
1559812,폐업,19930310,20110211,55.96,경상북도 구미시 남통동 291번지 ,투다리금오산점,호프/통닭,318386.2481,290954.0482,,128.3156316,36.11189652
1593322,폐업,20090701,20110211,130,경상북도 경산시 진량읍 신상리 356-7번지 ,명품고기,식육(숯불구이),364704.3094,265288.7417,주택가주변,128.8245222,35.87396608
1685911,폐업,19940416,20110211,58.29,경상남도 고성군 고성읍 동외리 293-2번지 2층 ,피아노까페,까페,320893.8097,164830.8689,기타,128.3246718,34.97515189
1595551,폐업,19901024,20110214,0,경상북도 의성군 의성읍 후죽리 858-125번지 ,동산함흥냉면,분식,351949.5546,318710.3787,,128.6936456,36.35725811
1765797,폐업,20090602,20110214,27.9,경상남도 창원시 마산회원구 합성동 155-13번지 (지상1층) ,휴게소분식식당,분식,344435.9334,194864.7699,,128.5876279,35.24268036
1531104,폐업,20090525,20110214,47.6,경상북도 경주시 성건동 339-32번지 ,김밥천국(경주점),김밥(도시락),399349.2794,262691.2737,,129.2072538,35.84414203
1621128,폐업,19951208,20110214,75.01,경상남도 진주시 상평동 210-8번지 ,초은정,호프/통닭,301175.3387,186243.0998,,128.1113916,35.17027931
1595472,폐업,19980415,20110214,37.13,경상북도 의성군 의성읍 후죽리 569-4번지 ,명동왕만두식당,기타,352234.2749,318089.7715,,128.6966951,36.35162285
1732250,폐업,20020508,20110214,30.49,경기도 포천시 영중면 금주리 236-2번지 ,포웬,경양식,223696.69,496790.5953,,127.2704786,37.97352432
1715272,폐업,19940712,20110214,0,경기도 광주시 도척면 진우리 214-4번지 ,남원골식당,한식,229753.2922,424852.7994,,127.336485,37.32521556
1756030,폐업,19970607,20110214,21.17,"경상남도 창원시 마산합포구 신포동2가 28-8번지 8,9호 ",새코끼리식당,한식,343284.2018,190233.0312,기타,128.5741734,35.20111333
1711454,폐업,19981105,20110214,47.54,경기도 화성시 팔탄면 하저리 942-10번지 ,술재통나무집,한식,187810.9364,409074.3841,,126.8635244,37.18344008
1581726,폐업,19971125,20110214,60.29,경상북도 상주시 남성동 84-62번지 ,석원식당,한식,303864.3442,324235.5211,기타,128.1587946,36.41342441
1595734,폐업,19971107,20110214,52.07,경상북도 의성군 의성읍 후죽리 628-10번지 ,25시식당,기타,352199.7532,317951.4217,,128.6962837,36.35038208
1584425,폐업,19940624,20110214,30.7,경상북도 문경시 모전동 106-65번지 ,맛나 자연산 매운탕,한식,306643.3155,343600.9928,,128.1924409,36.58759478
1767803,폐업,20100709,20110214,52.25,경상남도 창원시 진해구 용원동 1138번지 1층 ,큐큐바비존치킨,통닭(치킨),365854.3443,178763.2123,,128.8196061,35.09431
1580311,폐업,20090522,20110215,52.47,경상북도 상주시 무양동 289-4번지 ,수임실내포장마차,식육(숯불구이),303095.7856,324796.8748,기타,128.1503019,36.41856484
1757624,폐업,19970108,20110215,22.25,경상남도 창원시 마산합포구 산호동 29-35번지 ,다촌,통닭(치킨),344026.2824,192173.9808,기타,128.5826583,35.21849525
1608140,폐업,20051220,20110215,65.94,경상북도 칠곡군 북삼읍 인평리 1031-8번지 ,강원도맛집,한식,321605.5866,286310.8542,,128.3506624,36.06966556
1714787,폐업,20001017,20110215,91.42,경기도 화성시 영천동 623-8번지 ,쉐르빌,한식,209382.5789,412266.5778,,127.1064934,37.212237
1753318,폐업,19920316,20110215,17.92,경상남도 창원시 진해구 남문동 456번지 ,남산식당,한식,360687.4074,179446.0704,,128.7631008,35.10129837
1707274,폐업,20091130,20110215,24,경기도 화성시 기안동 353번지 (102호) ,빨개떡,기타,197593.4783,413692.76,주택가주변,126.9736752,37.22513075
1655741,폐업,20101103,20110215,230.58,경상남도 김해시 어방동 522-10번지 ,부산소머리곰탕,탕류(보신용),373370.5229,195629.4384,,128.9055304,35.24498659
1761264,폐업,20041125,20110215,22.44,경상남도 창원시 마산합포구 장군동4가 23-43번지 ,사랑채,기타,342444.0857,189742.1019,기타,128.5648666,35.19680944
1767297,폐업,20070529,20110215,222.78,경상남도 창원시 진해구 이동 462-3번지 일루스빌101호 ,행복추풍령감자탕,한식,,,,inf,inf
1623420,폐업,20050615,20110215,22.45,경상남도 진주시 상대동 180-23번지 1층일부 ,꿀꿀이보쌈왕족발,한식,301534.3952,188148.8445,,128.1155666,35.18741735
1519159,폐업,20050502,20110215,99,경상북도 포항시 북구 두호동 1026-6번지 ,쇼부(두호점),호프/통닭,414032.6692,287011.4588,주택가주변,129.3762011,36.06004397
1671804,폐업,20101216,20110215,116.55,경상남도 양산시 물금읍 범어리 527-1번지 (1층) ,소요,경양식,381676.0871,205615.1604,,128.9989398,35.33346702
1547331,폐업,19971203,20110215,73.71,경상북도 김천시 신음동 1042-3번지 ,광어9900원,회집,300530.7756,292951.8863,기타,128.1176154,36.1319087
1630608,폐업,20091130,20110215,80.64,경상남도 통영시 광도면 죽림리 1585-61번지 죽림프라자 105호 ,떳다파닭호프,통닭(치킨),329560.826,153788.1264,주택가주변,128.4178449,34.87457316
1770472,폐업,20021211,20110215,87.04,경상남도 창원시 의창구 소답동 120-19번지 2층 ,다모아맛집,한식,347932.5293,197345.1968,,128.626475,35.26451899
1789196,폐업,20090821,20110215,141.22,경기도 여주시 가남읍 금당리 1번지 ,임광개발(주)스타트하우스,한식,255059.0347,412538.3126,,127.6210784,37.21311169
1628987,폐업,20041215,20110215,49.18,경상남도 통영시 정량동 1370-1번지 (동호상가옆) ,한산도 생삼겹살,한식,330960.8513,150412.6134,,128.432626,34.8439765
1694081,폐업,19971215,20110215,14.1,"경상남도 거창군 거창읍 중앙리 122-1번지 ,G동131호 ",성자분식,한식,282663.4351,243401.666,,127.9140076,35.68708366
1788730,폐업,20090821,20110215,1140.06,경기도 여주시 가남읍 금당리 1번지 ,임광개발(주)클럽하우스,한식,255059.0347,412538.3126,,127.6210784,37.21311169
1726534,폐업,20080411,20110215,169,경기도 양주시 백석읍 방성리 106-5번지 외1필지 B동 1층 ,양주골 사철탕,한식,200167.655,477863.2267,기타,127.0026893,37.80330771
1555810,폐업,19971118,20110215,85.46,경상북도 구미시 원평동 337-13번지 ,호빈,호프/통닭,320345.752,292834.2663,,128.3376761,36.12859595
1782878,폐업,19901113,20110215,98,세종특별자치시 부강면 부강리 471-3번지 ,라이브7080,한식,232928.7133,336470.6226,,127.3684745,36.52872526
1598027,폐업,19950216,20110215,30.72,경상북도 영덕군 영해면 성내리 513-3번지 ,대발이소주방,한식,415317.1575,340229.3066,기타,129.4051099,36.53893035
1789059,폐업,20090821,20110215,78.51,경기도 여주시 가남읍 금당리 1번지 ,임광개발(주)티하우스,한식,255059.0347,412538.3126,,127.6210784,37.21311169
1689758,폐업,19920728,20110215,,경상남도 하동군 악양면 정서리 257-3번지 ,흥도식당,한식,264606.4334,185261.498,,127.7099398,35.1644451
1565025,폐업,20090605,20110215,78.92,경상북도 구미시 사곡동 686-2번지 가동 102호 ,소원보양탕,한식,322355.1978,289507.071,,128.3594765,36.09836831
1614383,폐업,19940428,20110215,149.5,경상북도 울릉군 울릉읍 도동리 336-1번지 ,물소주방,호프/통닭,545551.4547,450926.406,,130.9075871,37.49597461
1776943,폐업,19980914,20110215,32.64,충청남도 당진시 합덕읍 운산리 255-13번지 ,성원분식,분식,,,,inf,inf
1773208,폐업,20080401,20110215,41.18,경상남도 창원시 성산구 대방동 364-4번지 대암빌딩 1층 105호 ,오뎅사께 대방점,호프/통닭,355415.3348,191199.9903,,128.7075138,35.20802213
1708469,폐업,20100302,20110216,36.27,경기도 화성시 병점동 844-4번지 (센터프라자 103호) ,육회지존,식육(숯불구이),203788.7144,412515.5867,기타,127.0434754,37.21451976
1576839,폐업,19981217,20110216,19.36,경상북도 영천시 야사동 187-2번지 (문화상가 C/9) ,고향막창 ,정종/대포집/소주방,375547.3931,276535.5541,주택가주변,128.9470046,35.97338674
1603506,폐업,19870325,20110216,32.4,경상북도 성주군 성주읍 경산리 718-170번지 ,짱구네식당,분식,315972.3263,269156.449,기타,128.2856381,35.91579155
1594162,폐업,20100225,20110216,137.96,경상북도 경산시 진량읍 내리리 15번지 ,진따거마라탕,한식,366747.7046,268490.2099,학교정화(절대),128.8478071,35.90245871
1664175,폐업,20040217,20110216,50.95,경상남도 거제시 동부면 산양리 383-4번지 (2동) ,흑돼지연탄구이,기타,347027.6248,148284.7226,주택가주변,128.6078561,34.82260995
1602215,폐업,20071207,20110216,190,경상북도 고령군 운수면 봉평리 652-5번지 ,봉평 오거리 가든,한식,316453.4873,252576.208,,128.2885517,35.76634255
1761974,폐업,20031009,20110216,69.4,경상남도 창원시 마산합포구 산호동 31-43번지 ,금바다횟집,회집,343930.3192,192105.4163,주택가주변,128.5815927,35.21789124
1731207,폐업,20090921,20110216,132.09,경기도 포천시 소흘읍 송우리 726-53번지 ,해마루,한식,212444.0622,480873.3185,,127.1421386,37.83034321
1654100,폐업,20090609,20110216,79.2,경상남도 김해시 대성동 147-3번지 ,닭한마리+소주한병7000냥,통닭(치킨),370933.9554,194881.3279,,128.8786188,35.2386653
1761952,폐업,20001016,20110216,22.55,경상남도 창원시 마산합포구 오동동 112-3번지 ,지글지글 보글보글,한식,343600.0902,191090.1091,기타,128.5777901,35.20879055
1716478,폐업,20000529,20110216,94.51,경기도 광주시 곤지암읍 수양리 90번지 ,옛날가마솥,한식,233867.6951,425568.3628,,127.3829379,37.33152232
1647471,폐업,19980408,20110216,46.5,경상남도 김해시 대동면 주중리 54-7번지 ,밀양돼지국밥,한식,377249.2969,194573.2595,,128.9478952,35.23479452
1507019,폐업,19790615,20110216,26.95,전라남도 장성군 동화면 용정리 670번지 ,연화대중음식점,한식,176198.7214,198369.5294,기타,126.7391744,35.28438102
1546707,폐업,19951214,20110216,89.61,경상북도 김천시 평화동 245-169번지 ,번개오리,한식,299743.4567,292224.3458,기타,128.1087783,36.12543444
1771308,폐업,20080111,20110216,32.5,경상남도 창원시 진해구 속천동 8-2번지 ,마산식당,한식,352033.932,183974.5672,,128.6690646,35.14344074
1772605,폐업,20031210,20110216,131.48,경상남도 창원시 진해구 용원동 1173-12번지 ,아량,한식,365437.4631,179775.7264,,128.8152386,35.1035003
1772959,폐업,20020306,20110216,42.12,경상남도 창원시 진해구 안골동 377-14번지 ,풍림수산식당,한식,,,,inf,inf
1558562,폐업,20010614,20110216,49.5,경상북도 구미시 상모동 34번지 B 4L ,미라클식당,한식,,,,inf,inf
1663714,폐업,19960305,20110216,77.11,경상남도 거제시 옥포동 518-13번지 ,하동삼거리,한식,354424.9019,156450.411,,128.690183,34.89508924
1673497,폐업,20090909,20110216,100.1,경상남도 양산시 명동 1063-2번지 ,돼지잡는날,기타,397105.5212,214132.8936,기타,129.1705861,35.40726217
1789281,폐업,20090525,20110216,52.08,경기도 여주시 산북면 명품리 121-3번지 ,치킨변 하우스,한식,239692.0175,434335.5242,,127.4491243,37.41028358
1656073,폐업,20100210,20110216,104.24,경상남도 밀양시 내이동 1540-10번지 ,훔친갈비,한식,358226.3015,223921.2878,,128.7446951,35.5023723
1593209,폐업,20100316,20110216,26.4,경상북도 경산시 삼북동 273-13번지 ,리치,호프/통닭,356943.089,259360.4446,기타,128.7374564,35.82183507
1549149,폐업,20030925,20110216,28,경상북도 안동시 풍산읍 안교리 77-4번지 ,교동막창,호프/통닭,340834.0481,343159.4566,기타,128.5742967,36.57918898
1622794,폐업,19880421,20110216,115.88,"경상남도 진주시 장대동 55-34번지 35,36   1층 ",현대숯불갈비,식육(숯불구이),299027.7144,188971.5699,,128.0881486,35.19508166
1772416,폐업,20040224,20110217,41.92,경상남도 창원시 의창구 사림동 54-8번지 1층 ,청송식당,한식,353722.9915,194968.1108,,128.6896395,35.24223151
1548906,폐업,20000209,20110217,28.8,경상북도 안동시 옥동 992-3번지 삼익상가106호 ,딸기하우스,분식,351937.9711,342076.6669,아파트지역,128.6980969,36.56773476
1788567,폐업,19970306,20110217,50.15,경기도 여주시 천송동 231-1번지 ,조개칼국수,분식,258717.6878,422428.5273,,127.6630726,37.3019974
1718340,폐업,20090302,20110217,33.6,경기도 광주시 곤지암읍 곤지암리 410-4번지 ,황토족발,한식,230282.1978,427971.4058,,127.3425794,37.3532974
1724849,폐업,20090914,20110217,52.92,경기도 양주시 삼숭동 190-1번지 가동 1층 ,양주회센타,일식,209160.8596,477531.4213,학교정화(상대),127.1048025,37.80027304
1535357,폐업,19941008,20110217,0,경상북도 경주시 양남면 나아리 411-1번지 ,암소한마당,한식,423566.6031,247446.23,,129.4708362,35.70165527
1500518,폐업,20090211,20110217,26.46,전라남도 영암군 영암읍 역리 278-1번지 ,땡기네식당야식,한식,172387.4285,144879.0064,,126.6990612,34.80214131
1562127,폐업,19990318,20110217,24.96,경상북도 구미시 신평동 150-17번지 113호 ,장미빛사랑식당,호프/통닭,322585.7338,292195.0238,,128.3624536,36.12255656
1565485,폐업,20020824,20110217,79.61,경상북도 구미시 구평동 440-10번지 ,테라스,경양식,329107.4617,289274.2872,,128.4343974,36.09539803
1595553,폐업,19870226,20110217,0,경상북도 의성군 춘산면 옥정리 393-3번지 ,화신통닭,기타,363213.0466,305772.1531,,128.8163732,36.2388772
1725800,폐업,20070418,20110217,174.64,경기도 양주시 회정동 21-1번지 외1필지 1층 ,파김치장어,기타,204670.7203,482833.1589,기타,127.053853,37.84807262
1671929,폐업,20100520,20110217,31.84,경상남도 양산시 물금읍 범어리 409번지 양산범어주공아파트 상가1동 202호,안동야채해물찜닭,한식,382441.5103,205490.5357,,129.0073258,35.33220508
1662101,폐업,20021223,20110217,0,경상남도 거제시 고현동 961-53번지 해남빌딩301호 ,자밍스파게티,경양식,348378.7043,155744.8377,,128.623938,34.88963258
1731114,폐업,20100908,20110217,135.28,경기도 포천시 이동면 도평리 60-6번지 ,풀꽃향기 장독마을,한식,234547.6854,507290.4614,,127.3944775,38.0677702
1660479,폐업,20100414,20110217,34.52,경상남도 거제시 동부면 산양리 882-12번지 (1층) ,자유식당,한식,346912.2768,148460.8967,주택가주변,128.6066266,34.82421401
1574586,폐업,19940929,20110217,98.54,경상북도 영주시 영주동 550-17번지 ,열두대문,기타,344832.3549,370286.9905,기타,128.6240816,36.8229454
1726783,폐업,19971217,20110217,56.9,경기도 양주시 고암동 571-2번지 1층 ,토박이민물매운탕,한식,205507.9536,480554.1539,기타,127.0633483,37.8275354
1537793,폐업,19931223,20110218,22.07,경상북도 경주시 외동읍 모화리 741번지 ,감나무암소숫불식당,한식,411726.6776,245520.9773,,129.3396191,35.68692991
1590465,폐업,19990128,20110218,140.16,경상북도 경산시 진량읍 내리리 94-4번지 ,대학로갈비촌,한식,367056.6556,267872.7131,학교정화(상대),128.8510982,35.89684382
1590034,폐업,20050616,20110218,75.9,경상북도 경산시 계양동 687번지 ,막걸리집,정종/대포집/소주방,358085.4822,259000.0393,학교정화(상대),128.7500211,35.81840522
1556294,폐업,20050525,20110218,34.62,경상북도 구미시 지산동 59-10번지 ,청하루,한식,321282.78,294933.0824,주택가주변,128.3484058,36.14738884
1714656,폐업,20010319,20110218,0,경기도 화성시 향남읍 평리 132-4번지 ,홍연보신탕,한식,191768.5852,403126.0585,,126.9081593,37.12988619
1583711,폐업,19950710,20110218,79.8,경상북도 문경시 점촌동 246-60번지 2층 ,일라티니,경양식,307215.6804,344504.0212,,128.198961,36.59566646
1653882,폐업,20080612,20110218,249.64,경상남도 김해시 삼방동 1062-2번지 ,가포,한식,372376.296,198047.9418,기타,128.8951196,35.26694492
1769157,폐업,20110211,20110218,0,경상남도 창원시 마산합포구 동성동 7-1번지 ,진미식당,기타,343707.6436,190695.1105,,128.578902,35.20521622
1788431,폐업,19960528,20110218,46.8,경기도 여주시 홍문동 377-1번지 1층102호 ,참새와방앗간,한식,256597.0653,420351.7063,,127.6389974,37.28341704
1660809,폐업,20070910,20110218,75,경상남도 거제시 옥포동 518-13번지 ,옹기종기,식육(숯불구이),354424.9019,156450.411,기타,128.690183,34.89508924
1593305,폐업,20100326,20110218,21.99,경상북도 경산시 삼풍동 506-2번지 (A동) ,아이밥,김밥(도시락),358529.1846,259454.0399,학교정화(절대),128.7550185,35.8224235
1589796,폐업,20000512,20110218,173.2,경상북도 경산시 중방동 437-1번지 ,만나회,분식,356605.8257,260049.1953,주택가주변,128.7338608,35.82809345
1671806,폐업,20101216,20110218,28.45,경상남도 양산시 중부동 693-2번지 비젼플라자 107호 ,빨간오뎅,분식,384298.6394,205859.6048,,129.0278225,35.33518899
1682861,폐업,19881209,20110218,56.2,경상남도 창녕군 창녕읍 술정리 2-8번지 ,창녕식당,중국식,335664.6925,227965.8867,,128.4967904,35.54215009
1516855,폐업,20091027,20110218,36,경상북도 포항시 북구 두호동 1100-6번지 ,틸트,기타,413791.52,287659.9117,,129.3737022,36.0659359
1564140,폐업,20030228,20110218,168.62,경상북도 구미시 고아읍 원호리 399번지 ,종가집뼈다귀전문점,한식,319333.1094,295591.4746,,128.3268476,36.15356237
1574650,폐업,19991029,20110218,34.67,경상북도 영주시 영주동 364-5번지 외4필지 ,기운쎈장어,기타,344855.8394,370594.5947,,128.6244033,36.82571252
1661769,폐업,20040923,20110218,45.78,경상남도 거제시 능포동 669-3번지 (1층) ,맘스터치(능포점),분식,358277.1299,154252.4249,주택가주변,128.7318934,34.87469309
1593954,폐업,20100222,20110219,128.98,경상북도 경산시 남천면 하도리 742-1번지 ,산호식당,한식,355818.0665,248801.9469,기타,128.7229607,35.72689756
1565218,폐업,20100120,20110221,147.04,경상북도 구미시 진평동 29-3번지 1층 ,와규설화,한식,328520.429,289280.6892,,128.4278819,36.09553347
1593835,폐업,20071115,20110221,35.16,"경상북도 경산시 옥산동 732-1번지 (125, 126호) ",연평동해물찜,한식,355912.4676,259922.4358,유흥업소밀집지역,128.7261662,35.82706187
1708888,폐업,20030102,20110221,80.66,경기도 화성시 진안동 871번지 -4 ,토마토도시락,한식,,,기타,inf,inf
1735516,폐업,20070529,20110221,45.6,경기도 포천시 소흘읍 송우리 159-3번지 우덕프라자 0동 108호,이맛치킨,통닭(치킨),212526.4622,480686.535,,127.1430713,37.82865927
1518112,폐업,20050112,20110221,97.05,경상북도 포항시 남구 대도동 124-5번지 ,다돌김치삼겹살,식육(숯불구이),413255.8208,281922.8076,기타,129.3662151,36.01439352
1777208,폐업,20100719,20110221,53.04,충청남도 당진시 송산면 금암리 96번지 ,기계우동,중국식,168899.6294,380046.0888,아파트지역,126.6517595,36.92144112
