번호,상세영업상태명,인허가일자,폐업일자,시설총규모,소재지전체주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y),영업장주변구분명,lon,lat
1579848,폐업,20150113,20160205,72.46,경상북도 상주시 남성동 14-8번지 ,으뜸국수집,기타,303826.4943,324337.8893,,128.1583863,36.41435082
1606909,폐업,20010806,20160205,38.11,경상북도 칠곡군 약목면 복성리 847-18번지 ,뜰메밀칼국수,한식,322960.1378,282506.8904,기타,128.3651032,36.03522306
1603581,폐업,19960715,20160205,44.5,경상북도 성주군 성주읍 성산리 2092-7번지 ,안지랑 양념곱창,기타,316400.8447,269600.2628,주택가주변,128.2904494,35.9197395
1565248,폐업,20110607,20160205,56.04,경상북도 구미시 원평동 397-2번지 1층 ,토종맛국수,한식,319677.0352,292664.1737,,128.3302236,36.1271461
1557486,폐업,19970106,20160205,53.6,경상북도 구미시 황상동 200-7번지 101호,복순이네식당,한식,328344.6662,291700.5867,,128.4263245,36.11735832
1706719,폐업,20130408,20160205,47.5,경기도 화성시 반송동 218-2번지 (가희프라자2 110호) ,홍반장즉석떡볶이,기타,206559.9433,410262.9793,,127.0746768,37.19420761
1561193,폐업,20150710,20160205,37.2,경상북도 구미시 진평동 512번지 1층 ,미쓰김,기타,327746.9266,290093.4508,,128.4194269,36.10295785
1538084,폐업,19961218,20160205,92.06,경상북도 경주시 외동읍 제내리 708번지 ,태웅가든식당,한식,405961.9464,247856.7743,기타,129.2765829,35.70918483
1788304,폐업,20031119,20160205,86.24,경기도 여주시 홍문동 36-1번지 ,미스터피자(여주점),경양식,256347.3359,421755.0046,기타,127.6362877,37.29607555
1508204,폐업,20050329,20160205,145.89,전라남도 완도군 완도읍 가용리 1052-4번지 ,황제회관,식육(숯불구이),176247.7661,91568.52738,아파트지역,126.7427385,34.32167989
1706423,폐업,20110110,20160205,112.8,경기도 화성시 반송동 98번지 (메타폴리스 B블럭 4층 R10. R11호) ,오므띠아,경양식,206007.2547,411214.9421,기타,127.0684594,37.2027889
1617580,폐업,20071120,20160205,31.98,경상남도 진주시 이현동 13-58번지 1층일부 ,민속주점 탁사발,정종/대포집/소주방,296793.4264,188628.9418,기타,128.0635794,35.19221155
1687790,폐업,20141202,20160205,51,경상남도 남해군 삼동면 지족리 266-4번지 ,현지칼국수,분식,291534.9125,148625.5995,기타,128.0014521,34.83217867
1764387,폐업,20120605,20160205,33.15,경상남도 창원시 진해구 경화동 295번지 ,사랑비,호프/통닭,353590.9949,185245.0118,,128.6863796,35.15465072
1653559,폐업,20140305,20160205,96,경상남도 김해시 대동면 초정리 13-476번지 ,대동게장맛집,한식,381403.2322,194893.1735,,128.9935725,35.23693408
1653671,폐업,20130130,20160205,67.5,경상남도 김해시 진례면 송정리 252번지 ,신라해장국,기타,359086.1019,195946.5993,,128.7487249,35.2502109
1619506,폐업,20080313,20160205,42.68,경상남도 진주시 가좌동 817-23번지 (1층일부) ,부어치킨 가호점,통닭(치킨),300659.9055,185064.4941,기타,128.1055912,35.15970959
1773391,폐업,20011228,20160205,297,경상남도 창원시 의창구 봉곡동 35-1번지 경남곡물회관3층 ,홍S 쭈꾸미 샐러드,호프/통닭,350090.0131,195115.3401,기타,128.6497686,35.24410804
1757025,폐업,19881209,20160205,89.88,경상남도 창원시 마산회원구 양덕동 155-16번지 ,물레방아,한식,344479.4851,192713.5342,,128.5877287,35.22329152
1725530,폐업,19820715,20160205,96.72,"경기도 양주시 덕정동 350-8번지 외4필지(350-9,43,168,169) 1층 ","동두천원조 소문난 뼈해장국,전골전문",한식,205426.153,482421.5281,,127.062433,37.84435993
1735596,폐업,20151228,20160210,600,경기도 포천시 화현면 지현리 306-3번지 포천 맑은물송어빙어축제장 내 ,제1회포천시송어빙어축제,기타,223358.0571,492120.1563,,127.2664735,37.93145617
1609381,폐업,20140417,20160210,260,경상북도 예천군 호명면 산합리 123번지 ,영광식당,한식,,,기타,inf,inf
1722536,폐업,20080801,20160211,32.19,충청북도 증평군 증평읍 장동리 775번지 ,박통치킨,통닭(치킨),252507.1825,365204.3852,기타,127.5890404,36.78676671
1770561,폐업,20101006,20160211,19.71,경상남도 창원시 의창구 소답동 121-3번지 1층C동 ,보양족발,한식,347929.0637,197442.4183,,128.6264545,35.26539544
1630072,폐업,20120807,20160211,50.95,경상남도 통영시 도천동 110-12번지 ,초정식당,한식,329104.9054,149606.1256,주택가주변,128.4122161,34.83694604
1708110,폐업,20140707,20160211,112,"경기도 화성시 반송동 40번지 패밀리타운 122호, 123호 ",밥도둑,한식,205506.7247,411943.4246,,127.0628265,37.2093559
1579973,폐업,20111129,20160211,28.94,경상북도 상주시 성동동 53번지 ,명가치킨피자,분식,304642.7712,324365.6426,,128.1674893,36.41451236
1508927,폐업,19860304,20160211,30,전라남도 완도군 완도읍 군내리 1242-13번지 ,신선식당,한식,176519.1144,91078.6927,유흥업소밀집지역,126.7457002,34.31727037
1593612,폐업,20010212,20160211,28.08,경상북도 경산시 자인면 서부리 12-31번지 ,주막촌,한식,364671.3008,259237.0382,주택가주변,128.8229096,35.81945822
1771937,폐업,20040817,20160211,0,경상남도 창원시 마산합포구 상남동 1-5번지 지상1층 ,불타는철가방,정종/대포집/소주방,342905.9724,191801.2673,기타,128.5702933,35.21529713
1630862,폐업,20100910,20160211,31.8,경상남도 통영시 광도면 죽림리 1567-7번지 (다임솔카운티) 107-1호,새통영우짜,중국식,329366.1762,154988.296,아파트지역,128.4159018,34.88541292
1708441,폐업,20070430,20160211,90.5,경기도 화성시 정남면 보통리 133번지 ,서울한식뷔페,중국식,198137.4101,409999.2522,,126.9798136,37.19185192
1772452,폐업,20031129,20160211,39.5,경상남도 창원시 마산합포구 상남동 201-7번지 ,만월,한식,343570.4539,191389.4526,주택가주변,128.5775169,35.21149189
1674481,폐업,20150713,20160211,94,경상남도 양산시 북부동 488-10번지 ,흑돼오,한식,385010.661,206921.4906,,129.0358891,35.34462252
1710240,폐업,20120126,20160211,53,경기도 화성시 봉담읍 동화리 572-3번지 102호,밥쌤,패스트푸드,195725.5627,412663.3498,,126.9526341,37.21584852
1707703,폐업,20150326,20160211,56,경기도 화성시 반송동 40번지 124호,강나루시락국밥,한식,205506.7247,411943.4246,,127.0628265,37.2093559
1518683,폐업,20140314,20160211,132,경상북도 포항시 북구 우현동 0번지 우현1지구토지구획정리사업지구5블록11로트 ,피쉬앤그릴(우현점),호프/통닭,412727.8631,286449.076,아파트지역,129.3615797,36.05526589
1519186,폐업,19911120,20160211,27.57,경상북도 포항시 남구 해도동 96-16번지 ,삼정식당,한식,413635.9497,282300.1326,,129.3705299,36.01770797
1758530,폐업,19930426,20160211,31.86,경상남도 창원시 의창구 용호동 70번지 ,"장모님양념통닭 용지,반송점",분식,352720.9961,193638.8641,,128.6783891,35.2304086
1607972,폐업,20070308,20160211,97.5,경상북도 칠곡군 지천면 용산리 197-2번지 196-10 ,역전식당,한식,335440.7467,267424.6316,주택가주변,128.500969,35.89768906
1783692,폐업,20080320,20160211,63.96,세종특별자치시 조치원읍 침산리 261-1번지 ,술고래,호프/통닭,226119.7007,344844.8627,아파트지역,127.2927302,36.60439774
1718538,폐업,19950808,20160211,150.06,경기도 광주시 퇴촌면 영동리 575번지 ,숲속의정원횡성한우전문점,식육(숯불구이),232173.3717,441968.0921,,127.3645324,37.47934319
1594035,폐업,20010524,20160211,73.56,경상북도 경산시 사동 642-14번지 ,명가민물장어,한식,359274.832,258770.5961,학교정화(상대),128.76313,35.81614621
1733553,폐업,19950427,20160211,123.5,경기도 포천시 소흘읍 이곡리 469-1번지 ,황소,한식,212974.3889,475047.1151,,127.1480588,37.77784474
1760852,폐업,20120810,20160211,255.95,경상남도 창원시 의창구 봉곡동 35-10번지 JM빌딩2층201호 ,프레임 세계맥주,호프/통닭,350117.4653,195070.5706,,128.650062,35.24370058
1695949,폐업,19811211,20160211,29,경상남도 합천군 야로면 구정리 268-7번지 ,수덕루,한식,305773.5935,245793.822,유흥업소밀집지역,128.1695831,35.7064335
1753107,폐업,19921016,20160211,37.81,경상남도 창원시 마산합포구 구산면 구복리 174-3번지 ,갯마을횟집,회집,343137.767,177203.0305,,128.5703112,35.08373156
1555773,폐업,20140703,20160211,76.5,경상북도 구미시 봉곡동 302-4번지 1층 ,영웅싸롱구미봉곡점,기타,317992.275,295115.681,,128.3118803,36.14943957
1550894,폐업,20110922,20160211,87.75,경상북도 안동시 용상동 1179-215번지 ,오감만족,한식,356999.0501,340839.4302,,128.7543589,36.55577292
1519553,폐업,20000515,20160212,24,경상북도 포항시 북구 학산동 238-2번지 ,대성각,중국식,412926.1394,285997.1619,,129.3636568,36.0511533
1769117,폐업,20110607,20160212,73.1,경상남도 창원시 진해구 자은동 963-32번지 (1층) ,송서방네왕족발,한식,355629.4801,184667.9664,,128.7086333,35.14913869
1762121,폐업,19930710,20160212,14.35,경상남도 창원시 마산회원구 합성동 153-3번지 ,늘푸른식당,한식,344019.7439,194697.935,,128.5830278,35.24123701
1762005,폐업,20000219,20160212,26.04,경상남도 창원시 진해구 이동 602-15번지 ,왈순아지매실내포장,한식,354422.244,184937.2795,,128.695441,35.15175099
1603177,폐업,20111109,20160212,79.32,경상북도 성주군 월항면 용각리 1133-1번지 ,서산식당,식육(숯불구이),317326.8678,274275.1108,,128.3013964,35.96174953
1717453,폐업,20051019,20160212,81,경기도 광주시 도척면 진우리 1002번지 ,놀러와,호프/통닭,229476.9867,423991.8609,,127.3333335,37.3174672
1531310,폐업,20110404,20160212,151.4,경상북도 경주시 동천동 596-1번지 ,봉계생고기육회뭉티기,한식,400828.3344,263305.6417,주택가주변,129.2237678,35.84937333
1772922,폐업,20040721,20160212,42.51,경상남도 창원시 진해구 경화동 1179-14번지 (1층) ,순살로경화점,통닭(치킨),353396.3461,185632.4507,,128.6843161,35.15817109
1708262,폐업,20141203,20160212,55.08,경기도 화성시 병점동 348-4번지 외 2필지 그린씨티 104호,옛날통닭,통닭(치킨),203148.8879,411762.4601,기타,127.0362639,37.2077361
1669870,폐업,20131113,20160212,43.04,경상남도 양산시 북정동 888-4번지 1층 ,세이,정종/대포집/소주방,385412.9787,208512.5722,,129.0406724,35.3588797
1507835,폐업,20080314,20160212,62.1,전라남도 완도군 완도읍 가용리 1013번지 ,수협수산시장,회집,176875.8944,92090.72758,유흥업소밀집지역,126.7495492,34.3264016
1550684,폐업,20000818,20160212,149,경상북도 안동시 운흥동 141-14번지 외 1 ,나루터연탄갈비,식육(숯불구이),355045.83,341724.0824,,128.7327298,36.56405991
1522485,폐업,20140724,20160212,192,경상북도 포항시 북구 두호동 603번지 1층 ,제임스시카고피자 포항영일대점,호프/통닭,414238.5467,286813.5542,기타,129.3784306,36.05821668
1782574,폐업,20140318,20160212,324.45,"세종특별자치시 소담동 3-3, M1블럭(중흥건설현장내) ",중흥함바,한식,,,,inf,inf
1776728,폐업,20120510,20160212,79.7,충청남도 당진시 읍내동 1038번지 ,나들이김밥,한식,167816.1165,376835.495,기타,126.6397362,36.89247495
1724660,폐업,20100830,20160212,70,경기도 양주시 광사동 675-1번지 1층 102호 ,스텔라,식육(숯불구이),206942.393,476504.8194,,127.0796032,37.79104323
1781936,폐업,19991109,20160212,91.2,세종특별자치시 어진동 3-113번지 세종일번가 주건축물제1동 A동 302호,속풀어해장국,한식,224245.3736,334069.6577,,127.2714436,36.50734813
1769030,폐업,20110215,20160212,45.3,경상남도 창원시 진해구 경화동 940-5번지 ,한마당,한식,353871.972,185451.0298,,128.6895003,35.15646395
1622027,폐업,20000629,20160212,79.65,경상남도 진주시 평거동 725-1번지 1층 ,남경다슬기식당,한식,295795.5036,186059.649,,128.052326,35.16915269
1550403,폐업,20130305,20160212,28.05,경상북도 안동시 풍산읍 안교리 123-22번지 ,문어와 쫄개들,회집,340648.9335,343186.0535,,128.5722341,36.57945583
1757863,폐업,19940420,20160212,27.26,경상남도 창원시 마산회원구 석전동 139-5번지 208-8번지 ,신춘천닭갈비,통닭(치킨),342852.3463,193267.2747,,128.5699587,35.22851358
1616131,폐업,20121113,20160212,76,경상남도 진주시 초전동 1647-4번지 1층일부 ,코코로돈가스,일식,301427.5319,189978.9173,아파트지역,128.1146185,35.20392036
1655890,폐업,20100331,20160212,101.52,경상남도 김해시 부곡동 1163-6번지 선우빌딩 102호,경주돼지국밥,분식,364854.1537,190586.0779,기타,128.8109995,35.20098688
1725840,폐업,20111114,20160212,15.36,경기도 양주시 광적면 가납리 652-5번지 A동 1층 일부 ,닭대감,통닭(치킨),198699.8588,479353.352,,126.9860197,37.81673199
1725946,폐업,19940608,20160212,33.06,경기도 양주시 남면 신산리 285-24번지 ,원앙식당,한식,197625.8858,488245.3347,,126.9737926,37.89684151
1603182,폐업,20091030,20160212,59.2,경상북도 성주군 선남면 관화리 678-6번지 ,처갓집숯불통닭호프,정종/대포집/소주방,321994.762,267642.4,,128.3521114,35.9014181
1623338,폐업,20100513,20160215,23.4,경상남도 진주시 장대동 134-28번지 번지(1층 일부) ,참맛식당,한식,298895.4142,188697.1354,기타,128.0866633,35.19262151
1731504,폐업,20130318,20160215,195.77,경기도 포천시 소흘읍 송우리 107-11번지 3층 ,하딩운데스(KHAADIIN UNDES),경양식,212981.746,480807.9165,,127.148245,37.82974652
1691080,폐업,19890829,20160215,99,경상남도 산청군 시천면 원리 429-2번지 ,우농원,한식,275130.3884,197756.9979,기타,127.8265816,35.27633049
1713756,폐업,20131213,20160215,198,경기도 화성시 금곡동 175번지 ,더샵하버뷰,한식,206615.5185,408776.7662,,127.0752897,37.18081576
1554461,폐업,20100707,20160215,136.42,경상북도 구미시 옥계동 839-5번지 1층 ,통영장어구이,한식,327672.9459,293898.4285,,128.4192218,36.13724788
1725313,폐업,20150430,20160215,60,경기도 양주시 고암동 582번지 덕정 중흥에스클래스 상가동 101호(1층일부) ,진품수산,일식,206593.003,481348.4458,기타,127.0756802,37.83468444
1708139,폐업,20141222,20160215,43.8,경기도 화성시 반송동 91-7번지 월드프라자 108호,칼 차이나,경양식,206432.1327,411467.1196,기타,127.0732475,37.20505833
1707871,폐업,20140912,20160215,11.84,경기도 화성시 반송동 67-12번지 1층 일부(104호) ,오복식당,통닭(치킨),205344.1315,411173.2503,,127.0609894,37.20241723
1781699,폐업,20090604,20160215,266.12,세종특별자치시 연동면 합강리 257-1번지 외5필지(SK건설내) ,에스케이 구내식당,한식,229668.7037,335213.3383,,127.3320261,36.51750189
1614949,폐업,20081218,20160215,12.78,경상남도 진주시 옥봉동 606-4번지 번지(1층일부) ,옥봉찜전문,한식,299234.8637,188831.8236,기타,128.090406,35.19380185
1782680,폐업,19861006,20160215,46.77,세종특별자치시 조치원읍 교리 21-13번지 ,컨츄리꼬꼬,한식,226830.5196,344662.8494,,127.3006685,36.6027379
1669804,폐업,20140415,20160215,94.15,경상남도 양산시 물금읍 가촌리 700번지 1층 ,갈비가참맛있는그곳,식육(숯불구이),381339.0264,204406.9366,,128.9949674,35.32264474
1618170,폐업,20011012,20160215,96.67,경상남도 진주시 집현면 봉강리 369-2번지 1층 ,자운영,한식,298978.088,193872.3667,,128.0881923,35.23925171
1550544,폐업,20141212,20160215,97,경상북도 안동시 용상동 1279-35번지 ,강군뽀차,호프/통닭,356867.2075,341288.1435,,128.7529782,36.55983621
1592953,폐업,20090313,20160215,29.44,경상북도 경산시 사정동 75-4번지 ,이가식안동찜닭,통닭(치킨),356173.9256,259081.653,학교정화(상대),128.7288943,35.81944619
1598489,폐업,20120223,20160215,214.04,경상북도 영덕군 남정면 장사리 506번지 ,일양식당(한시적영업),한식,412657.8374,312165.7926,,129.3677578,36.28684323
1515076,폐업,19790921,20160215,204.58,경상북도 포항시 북구 상원동 468-5번지 ,"주주클럽,프린스레스토랑",호프/통닭,413173.9609,284764.8599,,129.3660728,36.04000281
1561782,폐업,20001006,20160215,54.05,경상북도 구미시 형곡동 263-12번지 1호 ,춘천닭갈비,한식,320254.8769,290493.5285,,128.3363099,36.10751798
1695627,폐업,20130903,20160215,27.75,경상남도 합천군 합천읍 합천리 581-1번지 ,오르비에또,까페,305031.3593,230342.1401,기타,128.1593729,35.56727803
1513453,폐업,20000126,20160215,57,경상북도 포항시 북구 환호동 377-3번지 ,작은고을,한식,415341.7911,287949.9537,,129.3909744,36.06820587
1514116,폐업,20030129,20160215,60,경상북도 포항시 북구 상원동 468-5번지 (1층) ,돈 놓고 돈먹기,기타,413173.9609,284764.8599,유흥업소밀집지역,129.3660728,36.04000281
1516871,폐업,20080123,20160215,45.85,경상북도 포항시 북구 대흥동 719-53번지 ,처갓집양념치킨,기타,412908.0943,284583.2561,,129.3630763,36.03842567
1773814,폐업,20080508,20160215,270,경상남도 창원시 의창구 용호동 73-3번지 2층 ,한우애,식육(숯불구이),352919.8965,193605.3445,유흥업소밀집지역,128.6805669,35.23007632
1515042,폐업,20090105,20160215,84,경상북도 포항시 북구 장성동 1607번지 현진에버빌상가 105호 ,해피오네치킨(장성두호점),통닭(치킨),413836.5464,287814.5512,,129.3742434,36.06731845
1545957,폐업,20140820,20160215,348.35,경상북도 김천시 율곡동 416번지 ,(주)초림푸드중흥점,한식,306883.175,292259.7175,아파트지역,128.1880782,36.12499388
1655960,폐업,20120912,20160215,130.06,경상남도 밀양시 삼문동 727-13번지 (1층) ,오늘한점,한식,358579.3474,222141.1707,,128.7482374,35.48627923
1562237,폐업,19981209,20160215,116.8,경상북도 구미시 남통동 296-8번지 ,남도백숙삼계탕,한식,318422.2805,290903.0266,,128.316024,36.11143244
1713068,폐업,20080603,20160215,44.1,경기도 화성시 반송동 42-3번지 (하나로프라자 101호) ,보드람치킨,통닭(치킨),205628.1131,411804.5088,기타,127.064193,37.20810349
1671994,폐업,20060223,20160215,51.45,경상남도 양산시 상북면 석계리 223-3번지 1층 ,멕시카나&미스터팜스임실치즈피자,통닭(치킨),386972.6614,214450.8,주택가주변,129.0591801,35.41207693
1602115,폐업,20120120,20160215,101.71,경상북도 고령군 대가야읍 쾌빈리 542-2번지 ,뚝배기앤뒷고기,한식,314620.5584,248251.0269,,128.2676702,35.72758586
1705585,폐업,20120409,20160215,46.24,경기도 화성시 반송동 219-1번지 (성우프라자 110호) ,달콤한 닭강정,한식,206526.1315,410332.8955,,127.0742966,37.19483783
1754046,폐업,19771004,20160216,14.52,경상남도 창원시 진해구 태평동 86-12번지 ,진해여객 구내식당,한식,,,,inf,inf
1555107,폐업,20140327,20160216,79.72,경상북도 구미시 고아읍 문성리 1403번지 1동 102호 1층 ,돈되지,한식,320923.3798,296381.5688,,128.344636,36.16048392
1781511,폐업,20080905,20160216,342.11,세종특별자치시 조치원읍 번암리 53-6번지 2동 (2층) ,원차이나,중국식,226631.1814,342852.2937,기타,127.2983781,36.58642809
1656313,폐업,20151008,20160216,81.22,경상남도 밀양시 내이동 1522-7번지 ,복희추어탕,한식,357828.6346,223997.3208,,128.7403288,35.50312051
1534669,폐업,20100819,20160216,66.74,경상북도 경주시 성건동 369-1번지 ,구어조은닭,통닭(치킨),399017.0179,262731.2611,주택가주변,129.2035886,35.84456958
1661438,폐업,20130614,20160216,59.6,경상남도 거제시 연초면 오비리 838번지 ,밥상과 분식,한식,347982.7866,159013.5082,기타,128.6201865,34.91914207
1583342,폐업,20070319,20160216,52.96,경상북도 문경시 모전동 188번지 ,문경제일병원복지매점,한식,306364.0929,343277.072,기타,128.1892767,36.58470756
1583466,폐업,20080710,20160216,61.76,경상북도 문경시 점촌동 167-4번지 ,머루랑다래랑,호프/통닭,307479.4301,344486.3665,기타,128.2019055,36.59547776
1712728,폐업,20090423,20160216,82.69,경기도 화성시 양감면 송산리 4-1번지 102-103 ,해마루한식당,한식,199619.4977,402345.7314,,126.9965105,37.12289165
1512091,폐업,19970623,20160216,67,전라남도 신안군 흑산면 예리 173-12번지 ,제주수산식당,회집,57472.86772,133077.4443,,125.4455155,34.68620398
1589906,폐업,20001222,20160216,95.76,경상북도 경산시 옥산동 88-1번지 ,카페벙커옥산점,한식,356209.2417,259651.8675,주택가주변,128.7293962,35.82457732
1557752,폐업,19920809,20160216,0,경상북도 구미시 원평동 964-200번지 ,은하식당,한식,320297.1983,292733.6299,,128.3371215,36.12769527
1635783,폐업,20101102,20160216,146.2,경상남도 사천시 사천읍 평화리 47-1번지 2층 ,수리야 사천점,호프/통닭,299034.8362,176654.4781,주택가주변,128.0867525,35.08407992
1660209,폐업,20160119,20160216,30.25,경상남도 거제시 동부면 학동리 172-15번지 주2동 ,와우펜션바비큐,식육(숯불구이),350730.995,143588.0101,주택가주변,128.6474786,34.77974984
1580910,폐업,19981216,20160216,41.52,경상북도 상주시 서문동 166번지 ,윤미반점,중국식,303203.9443,324545.9506,기타,128.1514743,36.41629245
1669788,폐업,20120914,20160216,30.4,경상남도 양산시 물금읍 물금리 389-3번지 ,물금시장횟집,회집,380469.6382,202932.4387,,128.9850875,35.30951983
1631395,폐업,20160122,20160216,43.43,경상남도 통영시 중앙동 85-2번지 ,중앙국수,분식,330091.3308,150501.3002,,128.4231357,34.84488715
1686268,폐업,20000201,20160216,72.1,경상남도 고성군 고성읍 성내리 26-1번지 3층 ,요술나라,호프/통닭,320825.6031,164735.6353,유흥업소밀집지역,128.3239112,34.97430184
1686208,폐업,20110503,20160216,95,경상남도 고성군 거류면 용산리 471-6번지 ,기찬숯불장어,한식,323726.8016,164185.3251,기타,128.3555914,34.96899274
1773592,폐업,20140625,20160216,100.62,경상남도 창원시 의창구 대원동 121번지 더시트세븐 S-107호,더위키드스노우창원시티세븐점,패스트푸드,350381.455,194669.2038,,128.6528879,35.24004486
1631314,폐업,20140207,20160216,218.28,경상남도 통영시 광도면 죽림리 1570-34번지 ,해미각,기타,329583.3633,154920.8327,,128.4182665,34.88477733
1714674,폐업,20090922,20160216,137.28,경기도 화성시 반송동 123-21번지 ,쌈채뜰,한식,206950.9419,410487.4779,기타,127.0790827,37.19622765
1608547,폐업,20140819,20160216,64.93,경상북도 칠곡군 석적읍 중리 640-6번지 ,코리엔탈깻잎칩킨,통닭(치킨),326574.6863,287066.8173,아파트지역,128.4059275,36.07584293
1576957,폐업,19990929,20160216,111.62,경상북도 영천시 청통면 계포리 241-8번지 ,팔공레스호프,호프/통닭,363911.8688,278845.9745,주택가주변,128.8185452,35.99622029
1766112,폐업,20141017,20160216,30,경상남도 창원시 의창구 서상동 569-9번지 1층 ,대가족족발서상점,한식,347183.8531,197328.948,,128.6182477,35.26448279
1673664,폐업,20120509,20160216,61.2,경상남도 양산시 삼호동 153-7번지 ,명품칼국수,식육(숯불구이),397894.645,214742.5137,,129.1794151,35.41259653
1653714,폐업,20140314,20160216,78.7,경상남도 김해시 삼정동 664-7번지 ,잔치집,한식,373115.9324,193850.5591,,128.9023607,35.2290056
1620946,폐업,20160122,20160216,50,경상남도 진주시 금산면 장사리 995번지 2층 ,더존두마리치킨앤비어,호프/통닭,304484.9068,191317.1189,,128.1483562,35.21566651
1535451,폐업,20060210,20160216,347.91,경상북도 경주시 성건동 174-3번지 ,황장군,한식,399195.2735,263314.6726,주택가주변,129.2057057,35.84978752
1508182,폐업,19940307,20160216,25,전라남도 완도군 금일읍 화목리 1031-2번지 ,현대,한식,201657.4107,95137.23457,기타,127.01883,34.35412284
1532687,폐업,19960321,20160216,44,경상북도 경주시 감포읍 감포리 2-7번지 ,지리산골,한식,426290.3603,259447.352,기타,129.504287,35.80909295
1714151,폐업,20130423,20160216,97.41,경기도 화성시 향남읍 행정리 448-4번지 1층 ,썬,정종/대포집/소주방,192319.9852,402972.9967,,126.9143661,37.12851174
1572497,폐업,19800616,20160216,46.96,경상북도 영주시 봉현면 오현리 328-2번지 ,남한강회식당,회집,335731.8978,374723.8788,,128.5229088,36.86425995
1530490,폐업,20110607,20160216,356.4,경상북도 경주시 외동읍 석계리 1649-1번지 ,오리맘가든,한식,407227.7863,244020.3244,기타,129.2895724,35.67437039
1621411,폐업,19860614,20160217,18.7,경상남도 진주시 봉곡동 487-13번지 ,우리동네,한식,297335.2028,188880.2882,,128.0695567,35.19442435
1774663,폐업,19941015,20160217,39.1,경상남도 창원시 진해구 죽곡동 544-1번지 ,부산식당,한식,356505.5509,179680.0042,,128.7173002,35.10406363
1558721,폐업,19991214,20160217,104.89,경상북도 구미시 송정동 479번지 ,메이식당,한식,320995.7647,291544.4831,,128.3446971,36.11689476
1602478,폐업,20100708,20160217,99.77,경상북도 고령군 다산면 평리리 273-5번지 ,현풍할매곰탕집,한식,331212.4125,259553.5774,,128.4528553,35.82734966
1630442,폐업,20100310,20160217,105.21,경상남도 통영시 광도면 황리 1590-8번지 중앙 ,레드,호프/통닭,329027.1285,162747.87,기타,128.4133913,34.95537878
1560836,폐업,20150204,20160217,24.9,경상북도 구미시 도량동 226번지 도량번개시장 B동 103호,봉담,기타,318425.4589,294018.7304,,128.3165275,36.13950364
1707903,폐업,20150226,20160217,99,경기도 화성시 반송동 113-2번지 1층 ,찜이야기,한식,206839.7367,410732.7643,,127.0778324,37.1984386
1520609,폐업,20160211,20160217,130.77,경상북도 포항시 북구 장성동 1387-4번지 ,킨포크,경양식,415109.9642,289966.3053,,129.3889523,36.086413
1712371,폐업,20130312,20160217,165,경기도 화성시 남양읍 남양리 1365-7번지 1층 101호 ,오리오리곱돌구이전문점,한식,184357.6839,412313.064,,126.8245677,37.21257024
1623011,폐업,20110427,20160217,63.78,경상남도 진주시 상봉동 834-9번지 번지(1층) ,신가국수집,한식,297183.0587,189336.9645,기타,128.0679402,35.19855461
1770099,폐업,20100614,20160217,65.25,경상남도 창원시 의창구 소답동 112-11번지 2층 ,수레스토랑,호프/통닭,347806.3504,197115.6307,,128.6250476,35.26246926
1564285,폐업,20021111,20160217,92.89,경상북도 구미시 구평동 449-5번지 구평동 종합프라자 A동 203호 ,닉스,한식,329032.6615,288997.3354,,128.4335217,36.09291281
1530408,폐업,20120906,20160217,54.6,,대박손짜장,한식,400080.0387,278680.6769,,129.2193542,35.98798831
1571697,폐업,20010504,20160217,137.87,경상북도 영주시 휴천동 642-1161번지 C동2층 ,밤이면밤마다,기타,344451.1965,368757.0581,기타,128.619521,36.80922283
1718037,폐업,20100406,20160217,98.9,경기도 광주시 오포읍 추자리 352-2번지 ,대명가든,한식,219162.3618,428357.7688,,127.2170829,37.35707385
1657186,폐업,20001004,20160217,119.94,경상남도 밀양시 삼문동 106번지 ,용가마순대,한식,359107.2746,221670.1852,기타,128.7539602,35.48195187
1657213,폐업,19951021,20160217,69.68,경상남도 밀양시 내이동 1204-16번지 ,개성순대 돼지국밥,한식,358292.7178,223264.0849,주택가주변,128.7452988,35.49644108
1771332,폐업,20071227,20160217,92.44,경상남도 창원시 진해구 용원동 1269-5번지 ,장충동왕족발보쌈&야식의왕,한식,365277.6965,179304.5008,,128.8133931,35.09928117
1554441,폐업,20100623,20160217,48.99,경상북도 구미시 도량동 639-3번지 상가동 101호 ,엄가네 닭석쇠불고기,식육(숯불구이),319796.2976,294315.6733,,128.3317992,36.14201082
1549296,폐업,20140205,20160217,52.54,경상북도 안동시 태화동 60-8번지 ,술마루,한식,353490.7629,341820.0218,,128.7153851,36.565175
1656455,폐업,19980326,20160217,85.74,"경상남도 밀양시 내일동 571-7번지 ,11 ",허니,경양식,358835.7622,222903.613,기타,128.7512106,35.49310702
1656153,폐업,20140326,20160217,21.3,경상남도 밀양시 내일동 473-10번지 외1필지 ,이차동 스시,한식,358882.8601,223215.9331,,128.7517905,35.49591314
1515770,폐업,20080111,20160217,120.3,경상북도 포항시 남구 대잠동 994-14번지 ,별,까페,411045.1029,282521.1382,주택가주변,129.3418719,36.02026215
1617390,폐업,20120316,20160217,83.92,경상남도 진주시 초전동 1646-2번지 1층일부 ,대가갈비탕,한식,301477.1024,190027.1877,,128.1151687,35.20435036
